0,86.9
0.3,97.5
0.6,104.3
0.9,108.6
1.2,106.3
1.5,102.2
1.8,93.3
2.1,81
2.4,68.6
2.7,54.1
3,41.2
3.3,28.8
3.6,19
3.9,11.4
4.2,5.92
4.5,2.81
4.8,1.43
5.1,1.19
5.4,1.62
5.7,2.22
6,2.74
6.3,2.84
6.6,2.69
6.9,2.22
7.2,1.62
7.5,1.06
7.8,0.59
8.1,0.35
8.4,0.3
8.7,0.42
9,0.63
9.3,0.84
9.6,0.99
9.9,1.04
10.2,0.96
10.5,0.79
10.8,0.56
11.1,0.33
11.4,0.13
11.7,0.03
12,0.02
12.3,0.1
12.6,0.23
12.9,0.24
13.2,0.41
13.5,0.53
13.8,0.6
14.1,0.62
14.4,0.54
14.7,0.43
15,0.28
15.3,0.14
15.6,0.04
15.9,0.008
