-5.099455488,1.554801771
-5.252762485,1.286733585
-5.056141074,1.481954654
-5.296764571,1.739320577
-5.49643989,1.617459052
-4.997254718,1.379037955
-4.978268865,1.054804216
-4.595035744,1.66308835
-4.357202334,1.834377811
-3.943790678,1.687602482
-3.805438049,1.517209903
-3.679255678,1.147657148
-3.975857527,0.677697114
-4.020028068,0.842206574
-4.121685438,1.272644582
-4.399106081,1.579652812
-4.214264767,1.861638559
-3.743729817,1.76394665
-3.457851967,2.05216275
-3.329238697,1.953744044
-3.533290016,1.622117348
-3.67850633,1.79893835
-3.410604968,1.879631348
-3.362230413,1.62912585
-3.230625997,2.212856454
-3.305097065,2.348046223
-2.927633765,2.618420871
-2.752923057,2.419807084
-3.032960171,2.310443487
-3.125591124,2.227568738
-3.330427113,2.608233208
-3.08826851,2.393560864
-2.923358293,2.864753329
-3.157506093,2.836037356
-3.263314767,2.568754654
-3.334905544,2.419966572
-3.130861017,2.720171162
-3.327132478,3.057393791
-3.633895907,3.170800556
-3.541077209,3.093442132
-3.483437956,3.215001799
-3.581623272,3.534062641
-3.507395647,3.484152166
-3.630895795,3.466188449
-3.840677267,3.15064585
-3.794243466,3.135168188
-3.96671618,3.267743931
-4.333294907,2.491126704
-3.806714767,3.13026835
-3.700727314,3.312869769
-3.193415595,2.766144161
-3.236601495,2.800118887
-3.331239767,2.976304654
-3.40431783,2.95366335
-3.633857597,2.869342613
-3.090457597,2.869342613
-2.715346404,3.115360171
-2.878284078,2.928574028
-2.756964594,2.9079683
-2.670514545,2.962308844
-2.817090446,2.715620187
-2.588551349,2.700034932
-2.785471902,2.528041768
-2.643483384,2.600072155
-2.651220856,2.75757746
-2.430785212,2.560211319
-2.651467288,2.78385085
-2.356452168,2.565337483
-2.293272408,2.066967683
-2.034063001,1.972876886
-1.615085842,1.850993353
-1.682328603,1.701536617
-1.707214693,1.507478424
-1.919796305,1.784972155
-1.721105899,1.69050777
-1.823304767,1.79893835
-2.046758998,1.640235663
-1.917257269,1.757040851
-2.02465403,2.116730353
-1.774349861,2.118368976
-2.07236292,2.022839256
-1.856626055,2.139845774
-1.682423427,2.166236538
-1.587489817,2.009121666
-1.645377403,2.232936443
-1.368023598,2.22362311
-1.75295403,2.305949569
-1.844754667,2.637871874
-1.736449885,2.493777681
-1.712262336,2.126160245
-2.357001002,1.869289631
-2.092621415,2.192188779
-2.222585306,1.674901866
-2.369220709,1.793906466
-2.435911376,1.509296369
-2.356452168,1.25553835
-2.753749025,1.468284884
-3.140004537,1.258151289
-3.167942633,1.396933747
-3.105389142,1.278179654
-3.167942633,1.202861154
-2.98004714,1.644258181
-2.981327119,1.581314257
-2.603776602,1.497938222
-2.426478767,1.63320135
-2.295349011,1.685043612
-2.548743767,1.97826035
-2.440804965,1.910088646
-2.25915667,1.97158142
-2.585184986,2.178478253
-2.638404767,2.156584124
-2.447934916,1.926384669
-2.380155276,1.593145434
-2.447105688,1.624274103
-2.317304817,1.440788844
-2.431912767,1.67395635
-2.124021241,1.589228607
-2.287115958,1.830499022
-1.930852865,1.702710904
-2.31293099,1.623465795
-2.346684553,1.597308693
-2.024978983,1.724710725
-2.236635457,1.91166505
-2.307639361,1.666041185
-2.158126926,1.377665598
-1.993460424,1.366688646
-2.224129649,1.133138315
-2.209118767,1.10882035
-2.140736225,1.125068553
-2.400996839,0.942951304
-2.095004767,0.683942682
-2.525882929,0.587266388
-2.137624173,0.144765172
-2.025634323,0.252560517
-1.763870392,0.027228295
-1.869551911,-0.004687217
-2.06640481,0.313168092
-1.78368167,0.044209545
-1.502984867,0.25024835
-1.602023593,0.567884669
-1.480249011,0.282633088
-1.540736767,0.54640135
-1.415754767,0.622534407
-1.60428142,0.676096801
-1.489340365,0.581948404
-1.519000767,0.56813735
-1.677849357,0.669599096
-1.880504682,0.241668064
-1.912965767,0.35892835
-2.131797295,0.941385225
-2.100549893,0.606785045
-1.941435037,0.55561524
-1.554495655,0.596521034
-1.641237782,0.251368569
-1.931430228,0.243594417
-2.067834767,0.13885135
-1.945003545,0.30458835
-1.860097295,0.089492154
-1.700601787,0.313352577
-2.097834795,0.30741892
-2.227963879,0.538712783
-2.393874767,0.47032535
-2.537875767,0.07364335
-2.570479767,-0.676550237
-2.868518365,-0.552098052
-3.10458491,-0.576291579
-3.04312474,-0.819004177
-3.001624739,-0.533391779
-2.809693685,-0.56071692
-2.42896917,-0.176547248
-2.44878099,0.0838321
-2.377794746,0.024570798
-2.119457767,-0.11926365
-2.197585102,-0.003153199
-2.134572982,-0.291568726
-2.138915563,-0.172945049
-2.228082341,-0.005925897
-2.302280894,0.004878253
-2.095004767,0.215763371
-2.125475922,0.197939307
-2.113650995,0.37650897
-2.152061767,0.59259035
-2.181948767,0.63334535
-2.358790961,0.523530731
-2.592698307,0.357912735
-2.821184965,0.393508696
-2.813774619,0.660268103
-2.922800765,0.512806732
-2.95327192,0.335059505
-3.437364157,0.374531266
-3.516204976,0.785288141
-3.418533174,0.896410724
-3.416212584,1.039776761
-3.880461755,1.207667527
-3.652917896,1.331564357
-3.389284669,1.72977793
-3.553743863,1.710570642
-3.241892037,1.480213329
-3.40271969,1.807825657
-3.19512323,1.990726761
-3.192672767,1.65222035
-3.384193554,1.871021718
-3.435562243,1.819443549
-3.407315767,1.75818335
-3.275958327,1.673848757
-3.213459176,1.81344713
