0,0.10367165,0.175771169,0.126795915,0.116543329
0.1,0.209908585,0.301662035,0.226439494,0.222072655
0.2,0.31152061,0.428864555,0.313468772,0.318533719
0.3,0.423702824,0.55286318,0.422651816,0.42959347
0.4,0.537220133,0.667103023,0.516609898,0.532779509
0.5,0.649089157,0.766666268,0.596239356,0.631585635
0.6,0.760044585,0.870385098,0.683756455,0.740768757
0.7,0.86888764,0.983426495,0.782550215,0.847149145
0.8,0.979159048,1.083159359,0.887348486,0.944164148
0.9,1.08617024,1.19075021,0.990903899,1.039868642
1,1.197919059,1.308266523,1.099325222,1.129420958
1.1,1.308181114,1.437812786,1.199303025,1.21742502
1.2,1.416001025,1.574278354,1.299751131,1.296996832
1.3,1.526098968,1.702122403,1.417023584,1.377230979
1.4,1.637867573,1.816404438,1.535387858,1.476073617
1.5,1.745382579,1.936632883,1.648523198,1.565821974
1.6,1.855296615,2.061125454,1.760937901,1.661773635
1.7,1.964769423,2.188515543,1.878696799,1.761029198
1.8,2.071747677,2.335380903,1.981552893,1.858043186
1.9,2.184646564,2.466761599,2.08195762,1.956401679
2,2.298879436,2.608078467,2.188479776,2.06808243
2.1,2.420709237,2.731959332,2.289415299,2.167080512
2.2,2.544463856,2.824697295,2.375616601,2.27127193
2.3,2.656582804,2.904763788,2.463621342,2.375204503
2.4,2.774393897,3.01610657,2.561731205,2.479303082
2.5,2.890508246,3.121540658,2.649095488,2.582388821
2.6,3.003111996,3.213480404,2.747127586,2.69134731
2.7,3.115777153,3.320810914,2.848181661,2.797895666
2.8,3.234004232,3.417732434,2.946538863,2.913171336
2.9,3.351262213,3.535626942,3.039559514,3.020898592
3,3.471517762,3.624732096,3.128884641,3.130928442
3.1,3.581395529,3.702187663,3.210841273,3.2514553
3.2,3.693229738,3.774275345,3.296475542,3.379248889
3.3,3.803519293,3.839766384,3.39212254,3.511359403
3.4,3.921861522,3.909570287,3.49041506,3.648021116
3.5,4.03577783,4.000768703,3.605309334,3.776040686
3.6,4.14342246,4.083979926,3.716453591,3.901757942
3.7,4.245172905,4.151529354,3.818210191,4.037464367
3.8,4.347521062,4.221844971,3.921439445,4.180886005
3.9,4.452211483,4.290672644,4.028057667,4.332919966
4,4.553310944,4.354282045,4.122775154,4.473772398
4.1,4.657231407,4.416940274,4.232527297,4.606057564
4.2,4.759331831,4.46580064,4.333576648,4.735882748
4.3,4.855673902,4.518106633,4.428973523,4.866346202
4.4,4.94405041,4.579310109,4.524318171,5.009057046
4.5,5.03407476,4.656240635,4.621240626,5.157203247
4.6,5.128026835,4.725445009,4.715233769,5.303103093
4.7,5.224399216,4.780599083,4.811423489,5.460097528
4.8,5.315787427,4.834851183,4.914888914,5.629655834
4.9,5.411388518,4.876798903,5.009638724,5.796466609
5,5.510680368,4.950895507,5.09319911,5.970515092
5.1,5.609952178,5.016942987,5.181677189,6.149611774
5.2,5.711110636,5.083937242,5.267437198,6.325612767
5.3,5.814518939,5.158141245,5.345447752,6.49648609
5.4,5.914367067,5.210982076,5.435608186,6.67763706
5.5,6.010284691,5.242439257,5.53118822,6.855703344
5.6,6.094841337,5.284638,5.621237464,7.035472117
5.7,6.17254409,5.324608585,5.720427939,7.231658939
5.8,6.246968734,5.352963568,5.809559402,7.425430248
5.9,6.320615579,5.39726101,5.913423095,7.62062586
6,6.39865444,5.442013349,6.010981933,7.806857926
6.1,6.478972622,5.501704539,6.110930281,7.994178845
6.2,6.558374325,5.571697132,6.224012648,8.183721979
6.3,6.638529514,5.629067004,6.332994845,8.378604332
6.4,6.716910622,5.692463569,6.439402187,8.585583058
6.5,6.792994246,5.757071095,6.543213544,8.793735919
6.6,6.870084842,5.813182713,6.661579988,8.998611378
6.7,6.94453811,5.865986218,6.790070478,9.208377666
6.8,7.019174181,5.905422068,6.919834454,9.426540157
6.9,7.09266948,5.920600551,7.056277534,9.64958008
7,7.159595783,5.947633456,7.188962407,9.870159986
7.1,7.230905087,5.9759237,7.324127431,10.10013617
7.2,7.300846871,6.01711183,7.459698365,10.31945026
7.3,7.375404566,6.039138616,7.597696551,10.54286938
