0.857488589,-6.026463326
0.873094494,-6.156074008
0.862723705,-6.09592642
0.778642064,-5.97655421
0.850846883,-5.943063109
0.582077167,-5.910187953
0.775533816,-5.991999268
0.609021656,-6.188624754
0.270559532,-6.192868165
0.651366916,-6.364017429
0.738846165,-6.128608398
0.912653742,-6.3044146
0.969115719,-6.124791828
0.808362784,-6.166218742
0.864542736,-6.269137072
1.061555938,-6.468632797
0.944986042,-6.480134401
0.685141943,-6.440819683
0.916649362,-6.561265108
1.017961673,-6.840262698
1.168280514,-6.936080692
1.004643211,-6.920642698
1.014022023,-6.955337158
1.087719833,-7.033165623
0.913316147,-7.036869437
0.86427321,-6.62052315
0.777316168,-6.527501493
1.100594881,-6.378009979
0.939545521,-6.194490214
1.020535216,-6.25287148
0.954753657,-6.111115809
0.63506872,-6.388769299
0.268476408,-6.628278826
0.133625449,-6.780332471
0.088249647,-6.447543443
0.070756243,-6.350895949
0.257870327,-6.315661893
0.029465994,-6.422610349
-0.112062536,-6.276568882
-0.018373584,-6.107927681
-0.103611308,-6.283988194
-0.256042615,-6.462497268
-0.417150934,-6.530382871
-0.737324388,-6.448255297
-0.907879444,-6.730076122
-0.976864617,-6.635678304
-1.073553138,-6.818446547
-0.953384847,-6.813456776
-1.177129253,-6.92008517
-1.243732704,-6.791001043
-1.174706504,-6.921711566
-1.238360924,-6.74462294
-1.249724504,-6.568930852
-1.129772215,-6.483662698
-1.212386404,-6.284193056
-1.06287886,-6.418771228
-1.241384673,-6.397311547
-1.027456516,-6.273167198
-1.337911804,-6.337447886
-1.283837798,-5.804382539
-1.354408341,-5.771958133
-1.116718117,-5.884039273
-0.629712169,-6.110765859
-0.574840995,-5.812262654
-0.626486546,-5.978221633
-0.629382325,-6.135210165
-0.731571412,-6.41152037
-0.62918018,-6.607342711
-0.696300405,-6.518516917
-0.658647675,-6.46426848
-0.459285627,-6.361260489
-0.270172645,-6.615827902
-0.154886532,-6.397501737
-0.3176457,-6.638639291
-0.351801107,-6.604482797
-0.095507312,-6.653149701
0.09074331,-6.968498849
0.197908311,-7.302056245
0.325402992,-7.283219827
0.528268612,-7.016867155
0.661122305,-7.004593651
1.029460017,-6.950542196
0.923118539,-6.886532937
0.760307748,-6.891665621
