Slice	time	Mean
1092	145.6	4.0
1093	145.73333333333332	4.0
1094	145.86666666666667	4.0
1095	146.0	4.0
1096	146.13333333333333	4.0
1097	146.26666666666668	4.0
1098	146.4	4.0
1099	146.53333333333333	4.0
1100	146.66666666666666	4.0
1101	146.8	4.0
1102	146.93333333333334	4.0
1103	147.06666666666666	4.0
1104	147.2	4.0
1105	147.33333333333334	4.0
1106	147.46666666666667	4.0
1107	147.6	4.0
1108	147.73333333333332	4.0
1109	147.86666666666667	4.0
1110	148.0	4.0
1111	148.13333333333333	4.0
1112	148.26666666666668	4.0
1113	148.4	7.5
1114	148.53333333333333	19.0
1115	148.66666666666666	31.5
1116	148.8	33.5
1117	148.93333333333334	27.5
1118	149.06666666666666	20.0
1119	149.2	12.0
1120	149.33333333333334	11.0
1121	149.46666666666667	9.0
1122	149.6	8.5
1123	149.73333333333332	8.0
1124	149.86666666666667	6.0
1125	150.0	6.0
1126	150.13333333333333	7.5
1127	150.26666666666668	8.0
1128	150.4	4.0
1129	150.53333333333333	4.0
1130	150.66666666666666	4.0
1131	150.8	4.0
1132	150.93333333333334	6.0
1133	151.06666666666666	3.5
1134	151.2	6.0
1135	151.33333333333334	5.5
1136	151.46666666666667	5.5
1137	151.6	5.0
1138	151.73333333333332	6.0
1139	151.86666666666667	5.5
1140	152.0	6.0
1141	152.13333333333333	5.5
1142	152.26666666666668	5.5
1143	152.4	3.5
1144	152.53333333333333	4.0
1145	152.66666666666666	3.5
1146	152.8	4.0
1147	152.93333333333334	4.0
1148	153.06666666666666	3.5
1149	153.2	4.5
1150	153.33333333333334	4.0
1151	153.46666666666667	4.0
1152	153.6	4.0
1153	153.73333333333332	4.0
1154	153.86666666666667	4.0
1155	154.0	4.0
1156	154.13333333333333	4.0
1157	154.26666666666668	4.0
1158	154.4	4.0
1159	154.53333333333333	3.5
1160	154.66666666666666	3.5
1161	154.8	4.0
1162	154.93333333333334	4.0
1163	155.06666666666666	4.0
1164	155.2	5.5
1165	155.33333333333334	12.5
1166	155.46666666666667	29.0
1167	155.6	40.5
1168	155.73333333333332	35.5
1169	155.86666666666667	20.0
1170	156.0	14.0
1171	156.13333333333333	13.0
1172	156.26666666666668	10.5
1173	156.4	8.0
1174	156.53333333333333	8.0
1175	156.66666666666666	6.0
1176	156.8	6.0
1177	156.93333333333334	6.0
1178	157.06666666666666	6.0
1179	157.2	6.0
1180	157.33333333333334	4.0
1181	157.46666666666667	4.0
1182	157.6	4.0
1183	157.73333333333332	4.0
1184	157.86666666666667	6.0
1185	158.0	5.5
1186	158.13333333333333	6.0
1187	158.26666666666668	6.0
1188	158.4	6.0
1189	158.53333333333333	6.0
1190	158.66666666666666	6.0
1191	158.8	6.0
1192	158.93333333333334	4.0
1193	159.06666666666666	4.0
1194	159.2	4.0
1195	159.33333333333334	4.0
1196	159.46666666666667	4.0
1197	159.6	4.0
1198	159.73333333333332	4.0
1199	159.86666666666667	4.0
1200	160.0	4.0
1201	160.13333333333333	4.0
1202	160.26666666666668	4.0
1203	160.4	4.0
1204	160.53333333333333	4.0
1205	160.66666666666666	4.0
1206	160.8	4.0
1207	160.93333333333334	4.0
1208	161.06666666666666	4.0
1209	161.2	4.0
1210	161.33333333333334	4.0
1211	161.46666666666667	4.0
1212	161.6	4.0
1213	161.73333333333332	4.0
1214	161.86666666666667	4.0
1215	162.0	4.0
1216	162.13333333333333	4.0
1217	162.26666666666668	6.0
1218	162.4	20.5
1219	162.53333333333333	38.5
1220	162.66666666666666	40.0
1221	162.8	29.5
1222	162.93333333333334	18.5
1223	163.06666666666666	16.0
1224	163.2	11.0
1225	163.33333333333334	7.0
1226	163.46666666666667	8.5
1227	163.6	8.0
1228	163.73333333333332	8.5
1229	163.86666666666667	6.0
1230	164.0	6.0
1231	164.13333333333333	6.0
1232	164.26666666666668	6.0
1233	164.4	6.0
1234	164.53333333333333	6.0
1235	164.66666666666666	6.0
1236	164.8	6.0
1237	164.93333333333334	4.0
1238	165.06666666666666	6.0
1239	165.2	4.0
1240	165.33333333333334	6.0
1241	165.46666666666667	6.0
1242	165.6	6.0
1243	165.73333333333332	6.0
1244	165.86666666666667	4.0
1245	166.0	4.0
1246	166.13333333333333	4.0
1247	166.26666666666668	4.0
1248	166.4	4.0
1249	166.53333333333333	4.0
1250	166.66666666666666	4.0
1251	166.8	4.0
1252	166.93333333333334	4.0
1253	167.06666666666666	4.0
1254	167.2	4.0
1255	167.33333333333334	4.0
1256	167.46666666666667	4.0
1257	167.6	4.0
1258	167.73333333333332	4.0
1259	167.86666666666667	4.0
1260	168.0	4.0
1261	168.13333333333333	4.0
1262	168.26666666666668	4.0
1263	168.4	4.0
1264	168.53333333333333	4.0
1265	168.66666666666666	4.0
1266	168.8	4.0
1267	168.93333333333334	4.0
1268	169.06666666666666	4.0
1269	169.2	6.0
1270	169.33333333333334	17.0
1271	169.46666666666667	33.0
1272	169.6	38.5
1273	169.73333333333332	29.5
1274	169.86666666666667	19.5
1275	170.0	16.0
1276	170.13333333333333	14.0
1277	170.26666666666668	10.0
1278	170.4	8.0
1279	170.53333333333333	8.5
1280	170.66666666666666	8.0
1281	170.8	8.0
1282	170.93333333333334	7.0
1283	171.06666666666666	6.0
1284	171.2	6.0
1285	171.33333333333334	4.5
1286	171.46666666666667	6.0
1287	171.6	6.0
1288	171.73333333333332	4.0
1289	171.86666666666667	4.0
1290	172.0	6.0
1291	172.13333333333333	6.0
1292	172.26666666666668	6.0
1293	172.4	6.0
1294	172.53333333333333	6.0
1295	172.66666666666666	6.0
1296	172.8	6.0
1297	172.93333333333334	4.0
1298	173.06666666666666	4.0
1299	173.2	4.0
1300	173.33333333333334	4.0
1301	173.46666666666667	4.0
1302	173.6	4.0
1303	173.73333333333332	4.0
1304	173.86666666666667	4.0
1305	174.0	4.0
1306	174.13333333333333	4.0
1307	174.26666666666668	4.0
1308	174.4	4.0
1309	174.53333333333333	4.0
1310	174.66666666666666	4.0
1311	174.8	3.0
1312	174.93333333333334	3.0
1313	175.06666666666666	3.0
1314	175.2	3.0
1315	175.33333333333334	3.0
1316	175.46666666666667	3.0
1317	175.6	3.0
1318	175.73333333333332	3.0
1319	175.86666666666667	3.0
1320	176.0	3.5
1321	176.13333333333333	12.0
1322	176.26666666666668	26.5
1323	176.4	28.0
1324	176.53333333333333	22.0
1325	176.66666666666666	16.0
1326	176.8	15.0
1327	176.93333333333334	11.5
1328	177.06666666666666	10.0
1329	177.2	9.0
1330	177.33333333333334	8.5
1331	177.46666666666667	7.0
1332	177.6	8.0
1333	177.73333333333332	8.0
1334	177.86666666666667	4.0
1335	178.0	6.0
1336	178.13333333333333	4.0
1337	178.26666666666668	6.0
1338	178.4	4.5
1339	178.53333333333333	6.0
1340	178.66666666666666	6.0
1341	178.8	6.0
1342	178.93333333333334	4.0
1343	179.06666666666666	4.0
1344	179.2	6.0
1345	179.33333333333334	4.0
1346	179.46666666666667	2.0
1347	179.6	2.0
1348	179.73333333333332	2.5
1349	179.86666666666667	4.0
1350	180.0	4.0
1351	180.13333333333333	4.0
1352	180.26666666666668	4.0
1353	180.4	4.0
1354	180.53333333333333	4.0
1355	180.66666666666666	4.0
1356	180.8	4.0
1357	180.93333333333334	4.0
1358	181.06666666666666	4.0
1359	181.2	4.0
1360	181.33333333333334	3.5
1361	181.46666666666667	4.0
1362	181.6	4.0
1363	181.73333333333332	4.0
1364	181.86666666666667	4.0
1365	182.0	4.0
1366	182.13333333333333	4.0
1367	182.26666666666668	4.0
1368	182.4	4.0
1369	182.53333333333333	4.0
1370	182.66666666666666	8.0
1371	182.8	13.5
1372	182.93333333333334	32.0
1373	183.06666666666666	43.5
1374	183.2	35.5
1375	183.33333333333334	19.5
1376	183.46666666666667	15.0
1377	183.6	13.0
1378	183.73333333333332	9.5
1379	183.86666666666667	8.0
1380	184.0	8.5
1381	184.13333333333333	8.0
1382	184.26666666666668	6.0
1383	184.4	6.0
1384	184.53333333333333	6.0
1385	184.66666666666666	6.0
1386	184.8	4.0
1387	184.93333333333334	4.0
1388	185.06666666666666	4.0
1389	185.2	4.0
1390	185.33333333333334	6.0
1391	185.46666666666667	6.0
1392	185.6	6.0
1393	185.73333333333332	6.0
1394	185.86666666666667	4.0
1395	186.0	6.0
1396	186.13333333333333	2.0
1397	186.26666666666668	4.0
1398	186.4	6.0
1399	186.53333333333333	4.0
1400	186.66666666666666	4.0
1401	186.8	4.0
1402	186.93333333333334	4.0
1403	187.06666666666666	5.0
1404	187.2	4.5
1405	187.33333333333334	4.0
1406	187.46666666666667	4.0
1407	187.6	4.0
1408	187.73333333333332	4.0
1409	187.86666666666667	4.0
1410	188.0	4.0
1411	188.13333333333333	4.5
1412	188.26666666666668	4.0
1413	188.4	4.5
1414	188.53333333333333	4.0
1415	188.66666666666666	4.0
1416	188.8	4.0
1417	188.93333333333334	4.0
1418	189.06666666666666	4.0
1419	189.2	4.0
1420	189.33333333333334	4.0
1421	189.46666666666667	6.0
1422	189.6	12.0
1423	189.73333333333332	29.0
1424	189.86666666666667	36.0
1425	190.0	37.0
1426	190.13333333333333	23.0
1427	190.26666666666668	16.0
1428	190.4	13.0
1429	190.53333333333333	10.0
1430	190.66666666666666	8.0
1431	190.8	9.0
1432	190.93333333333334	7.0
1433	191.06666666666666	8.0
1434	191.2	7.0
1435	191.33333333333334	6.0
1436	191.46666666666667	4.0
1437	191.6	6.0
1438	191.73333333333332	4.0
1439	191.86666666666667	6.0
1440	192.0	6.0
1441	192.13333333333333	4.0
1442	192.26666666666668	6.0
1443	192.4	4.0
1444	192.53333333333333	4.0
1445	192.66666666666666	4.0
1446	192.8	6.0
1447	192.93333333333334	4.0
1448	193.06666666666666	4.0
1449	193.2	4.0
1450	193.33333333333334	4.0
1451	193.46666666666667	4.0
1452	193.6	4.0
1453	193.73333333333332	4.0
1454	193.86666666666667	4.0
1455	194.0	4.0
1456	194.13333333333333	4.0
1457	194.26666666666668	4.0
1458	194.4	4.0
1459	194.53333333333333	4.0
1460	194.66666666666666	4.0
1461	194.8	4.0
1462	194.93333333333334	4.0
1463	195.06666666666666	4.0
1464	195.2	3.5
1465	195.33333333333334	4.0
1466	195.46666666666667	4.0
1467	195.6	4.0
1468	195.73333333333332	4.0
1469	195.86666666666667	4.0
1470	196.0	4.0
1471	196.13333333333333	4.0
1472	196.26666666666668	6.5
1473	196.4	26.0
1474	196.53333333333333	46.5
1475	196.66666666666666	44.0
1476	196.8	32.5
1477	196.93333333333334	20.5
1478	197.06666666666666	15.0
1479	197.2	13.0
1480	197.33333333333334	10.5
1481	197.46666666666667	9.5
1482	197.6	9.0
1483	197.73333333333332	9.0
1484	197.86666666666667	6.0
1485	198.0	6.0
1486	198.13333333333333	6.0
1487	198.26666666666668	6.0
1488	198.4	6.0
1489	198.53333333333333	6.5
1490	198.66666666666666	6.0
1491	198.8	6.5
1492	198.93333333333334	6.0
1493	199.06666666666666	6.0
1494	199.2	6.5
1495	199.33333333333334	6.5
1496	199.46666666666667	6.5
1497	199.6	6.5
1498	199.73333333333332	6.5
1499	199.86666666666667	6.0
1500	200.0	6.0
1501	200.13333333333333	4.0
1502	200.26666666666668	4.5
1503	200.4	4.0
1504	200.53333333333333	4.5
1505	200.66666666666666	4.0
1506	200.8	4.0
1507	200.93333333333334	4.5
1508	201.06666666666666	4.0
1509	201.2	4.0
1510	201.33333333333334	4.0
1511	201.46666666666667	4.0
1512	201.6	3.5
1513	201.73333333333332	4.0
1514	201.86666666666667	4.0
1515	202.0	4.0
1516	202.13333333333333	4.0
1517	202.26666666666668	4.5
1518	202.4	4.5
1519	202.53333333333333	5.0
1520	202.66666666666666	5.0
1521	202.8	4.5
1522	202.93333333333334	5.0
1523	203.06666666666666	9.5
1524	203.2	22.5
1525	203.33333333333334	32.0
1526	203.46666666666667	30.0
1527	203.6	23.0
1528	203.73333333333332	17.5
1529	203.86666666666667	13.0
1530	204.0	12.0
1531	204.13333333333333	9.5
1532	204.26666666666668	9.0
1533	204.4	6.0
1534	204.53333333333333	6.0
1535	204.66666666666666	6.0
1536	204.8	6.0
1537	204.93333333333334	4.0
1538	205.06666666666666	6.0
1539	205.2	6.0
1540	205.33333333333334	6.5
1541	205.46666666666667	6.5
1542	205.6	6.0
1543	205.73333333333332	6.0
1544	205.86666666666667	5.5
1545	206.0	5.5
1546	206.13333333333333	5.5
1547	206.26666666666668	5.5
1548	206.4	5.5
1549	206.53333333333333	5.5
1550	206.66666666666666	6.0
1551	206.8	6.0
1552	206.93333333333334	6.5
1553	207.06666666666666	6.5
1554	207.2	7.0
1555	207.33333333333334	8.0
1556	207.46666666666667	9.5
1557	207.6	8.0
1558	207.73333333333332	9.5
1559	207.86666666666667	6.0
1560	208.0	7.0
1561	208.13333333333333	6.5
1562	208.26666666666668	7.5
1563	208.4	9.5
1564	208.53333333333333	9.5
1565	208.66666666666666	9.5
1566	208.8	9.0
1567	208.93333333333334	7.0
1568	209.06666666666666	8.5
1569	209.2	6.5
1570	209.33333333333334	7.5
1571	209.46666666666667	7.5
1572	209.6	7.5
1573	209.73333333333332	17.5
1574	209.86666666666667	14.5
1575	210.0	22.5
1576	210.13333333333333	19.5
1577	210.26666666666668	18.0
1578	210.4	22.0
1579	210.53333333333333	26.5
1580	210.66666666666666	24.0
1581	210.8	23.0
1582	210.93333333333334	19.5
1583	211.06666666666666	19.0
1584	211.2	16.5
1585	211.33333333333334	16.5
1586	211.46666666666667	16.0
1587	211.6	16.5
1588	211.73333333333332	15.0
1589	211.86666666666667	15.0
1590	212.0	15.0
1591	212.13333333333333	15.0
1592	212.26666666666668	14.5
1593	212.4	13.0
1594	212.53333333333333	12.5
1595	212.66666666666666	13.0
1596	212.8	15.0
1597	212.93333333333334	12.5
1598	213.06666666666666	12.0
1599	213.2	12.5
1600	213.33333333333334	12.5
1601	213.46666666666667	12.5
1602	213.6	12.0
1603	213.73333333333332	12.0
1604	213.86666666666667	12.0
1605	214.0	13.0
1606	214.13333333333333	12.5
1607	214.26666666666668	13.0
1608	214.4	13.0
1609	214.53333333333333	13.0
1610	214.66666666666666	9.0
1611	214.8	14.0
