Frequency	Power
2.648976e+00	1.786065e+03
2.653631e+00	2.434691e+03
2.658287e+00	1.486308e+03
2.662942e+00	3.793678e+03
2.667598e+00	2.615589e+03
2.672253e+00	1.490418e+02
2.676909e+00	3.062439e+03
2.681564e+00	2.073052e+03
2.686220e+00	4.613049e+03
2.690875e+00	1.258936e+03
2.695531e+00	7.865455e+02
2.700186e+00	1.048635e+03
2.704842e+00	2.958852e+02
2.709497e+00	2.263575e+02
2.714153e+00	2.138371e+02
2.718808e+00	2.139713e+03
2.723464e+00	2.616105e+03
2.728119e+00	4.637982e+03
2.732775e+00	1.196009e+03
2.737430e+00	1.249578e+03
2.742086e+00	1.141688e+04
2.746741e+00	1.406642e+04
2.751397e+00	3.979460e+03
2.756052e+00	5.067006e+02
2.760708e+00	3.831251e+03
2.765363e+00	5.762596e+03
2.770019e+00	3.628669e+03
2.774674e+00	4.460810e+03
2.779330e+00	3.531948e+02
2.783985e+00	5.533469e+02
2.788641e+00	4.524697e+02
2.793296e+00	6.220182e+01
2.797952e+00	6.226053e+02
2.802607e+00	6.970517e+02
2.807263e+00	1.392035e+03
2.811918e+00	3.861201e+02
2.816574e+00	3.727804e+03
2.821229e+00	1.618905e+03
2.825885e+00	1.506793e+03
2.830540e+00	1.155171e+03
2.835196e+00	1.120442e+03
2.839851e+00	7.278098e+02
2.844507e+00	3.915945e+01
2.849162e+00	1.289145e+02
2.853818e+00	8.471128e+02
2.858473e+00	3.452877e+02
2.863128e+00	7.019334e+02
2.867784e+00	1.781201e+03
2.872439e+00	1.468076e+03
2.877095e+00	4.976607e+03
2.881750e+00	1.469242e+03
2.886406e+00	2.952885e+03
2.891061e+00	8.689621e+02
2.895717e+00	3.720859e+01
2.900372e+00	1.235115e+03
2.905028e+00	1.192929e+03
2.909683e+00	4.590167e+01
2.914339e+00	1.689863e+03
2.918994e+00	1.184885e+02
2.923650e+00	1.050068e+03
2.928305e+00	5.328479e+02
2.932961e+00	3.535329e+01
2.937616e+00	5.148808e+02
2.942272e+00	3.025680e+03
2.946927e+00	6.379246e+02
2.951583e+00	3.015080e+03
2.956238e+00	4.508588e+03
2.960894e+00	2.552159e+03
2.965549e+00	7.367424e+02
2.970205e+00	4.569513e+02
2.974860e+00	2.877564e+03
2.979516e+00	5.339300e+03
2.984171e+00	2.269273e+03
2.988827e+00	4.033746e+03
2.993482e+00	2.588569e+02
2.998138e+00	9.683151e+02
3.002793e+00	4.869820e+02
3.007449e+00	1.112258e+01
3.012104e+00	3.075968e+03
3.016760e+00	5.088137e+02
3.021415e+00	2.377003e+03
3.026071e+00	4.488712e+02
3.030726e+00	3.665142e+02
3.035382e+00	3.122942e+02
3.040037e+00	1.004548e+02
3.044693e+00	4.427965e+03
3.049348e+00	4.647902e+03
3.054004e+00	1.106972e+03
3.058659e+00	5.357519e+03
3.063315e+00	3.095217e+01
3.067970e+00	6.827451e+01
3.072626e+00	1.546960e+03
3.077281e+00	2.235418e+03
3.081937e+00	1.207588e+03
3.086592e+00	1.909228e+03
3.091248e+00	2.508732e+03
3.095903e+00	1.145524e+03
3.100559e+00	8.005679e+02
3.105214e+00	1.495008e+03
3.109870e+00	4.189472e+03
3.114525e+00	1.008803e+04
3.119181e+00	2.216724e+02
3.123836e+00	2.212959e+02
3.128492e+00	4.517607e+02
3.133147e+00	1.311286e+03
3.137803e+00	1.460173e+02
3.142458e+00	6.488957e+02
3.147114e+00	3.464010e+03
3.151769e+00	8.528072e+02
3.156425e+00	2.136798e+01
3.161080e+00	9.464499e+02
3.165736e+00	1.857325e+03
3.170391e+00	1.031246e+03
3.175047e+00	3.160494e+02
3.179702e+00	1.089921e+02
3.184358e+00	5.615185e+03
3.189013e+00	2.269496e+03
3.193669e+00	5.011013e+03
3.198324e+00	1.514010e+03
3.202980e+00	3.303443e+03
3.207635e+00	1.041180e+03
3.212291e+00	6.777561e+01
3.216946e+00	2.684441e+03
3.221601e+00	2.818792e+03
3.226257e+00	7.340031e+02
3.230912e+00	4.363453e+02
3.235568e+00	2.878151e+03
3.240223e+00	3.550076e+03
3.244879e+00	3.914249e+03
3.249534e+00	4.138243e+01
3.254190e+00	2.095414e+03
3.258845e+00	1.327981e+03
3.263501e+00	3.485894e+03
3.268156e+00	2.698376e+01
3.272812e+00	1.729692e+02
3.277467e+00	1.843773e+02
3.282123e+00	5.434911e+02
3.286778e+00	1.590089e+03
3.291434e+00	5.779771e+02
3.296089e+00	5.338053e+03
3.300745e+00	1.602219e+03
3.305400e+00	7.628985e+02
3.310056e+00	9.254668e+01
3.314711e+00	2.105238e+03
3.319367e+00	9.481576e+02
3.324022e+00	8.642863e+01
3.328678e+00	3.595100e+01
3.333333e+00	9.203252e+02
3.337989e+00	1.571599e+03
3.342644e+00	9.678118e+02
3.347300e+00	5.721101e+02
3.351955e+00	1.448024e+03
3.356611e+00	1.533856e+03
3.361266e+00	6.450733e+02
3.365922e+00	3.797872e+03
3.370577e+00	3.902016e+02
3.375233e+00	6.763088e+01
3.379888e+00	1.786094e+02
3.384544e+00	3.446918e+01
3.389199e+00	4.114063e+02
3.393855e+00	4.524803e+03
3.398510e+00	7.533259e+02
3.403166e+00	2.141251e+03
3.407821e+00	1.153502e+03
3.412477e+00	1.635248e+02
3.417132e+00	3.558845e+01
3.421788e+00	3.203502e+03
3.426443e+00	5.303404e+02
3.431099e+00	4.097990e+03
3.435754e+00	8.736311e+02
3.440410e+00	4.921695e+02
3.445065e+00	1.064551e+03
3.449721e+00	2.636329e+03
3.454376e+00	1.175767e+03
3.459032e+00	3.992849e+02
3.463687e+00	8.690881e+01
3.468343e+00	8.594898e+02
3.472998e+00	1.077533e+03
3.477654e+00	1.060362e+02
3.482309e+00	2.267219e+02
3.486965e+00	2.897958e+02
3.491620e+00	2.021630e+03
3.496276e+00	4.625549e+02
3.500931e+00	3.908938e+03
3.505587e+00	4.729449e+03
3.510242e+00	1.192680e+03
3.514898e+00	4.323298e+03
3.519553e+00	5.640058e+02
3.524209e+00	1.568130e+03
3.528864e+00	8.761169e+02
3.533520e+00	1.129590e+03
3.538175e+00	1.790003e+03
3.542831e+00	1.394333e+03
3.547486e+00	4.115822e+02
3.552142e+00	2.252475e+03
3.556797e+00	5.370596e+03
3.561453e+00	2.197100e+03
3.566108e+00	1.023258e+02
3.570764e+00	7.584968e+02
3.575419e+00	1.697126e+03
3.580074e+00	1.081519e+02
3.584730e+00	4.591788e+03
3.589385e+00	3.515321e+03
3.594041e+00	5.993256e+02
3.598696e+00	5.689777e+02
3.603352e+00	3.098839e+02
3.608007e+00	6.113365e+02
3.612663e+00	1.836642e+01
3.617318e+00	8.043796e+02
3.621974e+00	1.403637e+03
3.626629e+00	1.016081e+03
3.631285e+00	3.546566e+03
3.635940e+00	2.848044e+03
3.640596e+00	1.924687e+03
3.645251e+00	6.098440e+02
3.649907e+00	1.940497e+03
3.654562e+00	2.458973e+03
3.659218e+00	5.156288e+02
3.663873e+00	2.384783e+03
3.668529e+00	1.133076e+03
3.673184e+00	1.148354e+03
3.677840e+00	5.271532e+02
3.682495e+00	2.172552e+03
3.687151e+00	4.127907e+02
3.691806e+00	4.584436e+02
3.696462e+00	3.649636e+02
3.701117e+00	2.185591e+03
3.705773e+00	1.038309e+03
3.710428e+00	3.021135e+03
3.715084e+00	3.435512e+02
3.719739e+00	3.202240e+02
3.724395e+00	1.027762e+03
3.729050e+00	4.108938e+02
3.733706e+00	1.464439e+02
3.738361e+00	4.635257e+02
3.743017e+00	2.898609e+03
