x,z
-2.0,0.6666666666666665
-1.9595959595959596,0.5486975320665757
-1.9191919191919191,0.4371264252908982
-1.878787878787879,0.33182142824016125
-1.8383838383838385,0.2326506228148919
-1.797979797979798,0.13948209091561803
-1.7575757575757576,0.05218391444286774
-1.7171717171717171,-0.029375824702832176
-1.6767676767676767,-0.10532904462095383
-1.6363636363636362,-0.17580766341096932
-1.595959595959596,-0.2409435991723512
-1.5555555555555556,-0.30086877000457246
-1.5151515151515151,-0.355715094007105
-1.4747474747474747,-0.40561448927942134
-1.4343434343434343,-0.4506988739209943
-1.393939393939394,-0.49110016603129536
-1.3535353535353534,-0.5269502837097981
-1.3131313131313131,-0.5583811450559741
-1.2727272727272727,-0.5855246681692964
-1.2323232323232323,-0.6085127711492369
-1.1919191919191918,-0.6274773720952683
-1.1515151515151514,-0.642550389106863
-1.1111111111111112,-0.6538637402834933
-1.0707070707070705,-0.661549343724632
-1.0303030303030303,-0.6657391175297511
-0.9898989898989898,-0.6665649797983233
-0.9494949494949494,-0.6641588486298209
-0.909090909090909,-0.6586526421237164
-0.8686868686868685,-0.6501782783794823
-0.8282828282828283,-0.638867675496591
-0.7878787878787878,-0.6248527515745146
-0.7474747474747474,-0.6082654247127259
-0.707070707070707,-0.5892376130106973
-0.6666666666666665,-0.5679012345679011
-0.6262626262626261,-0.5443882074838099
-0.5858585858585856,-0.518830449857896
-0.5454545454545454,-0.4913598797896318
-0.505050505050505,-0.4621084153784898
-0.46464646464646453,-0.4312079747239424
-0.4242424242424241,-0.398790475925462
-0.38383838383838365,-0.36498783708252114
-0.3434343434343432,-0.32993197629459214
-0.303030303030303,-0.2937548116611477
-0.26262626262626254,-0.25658826128165985
-0.2222222222222221,-0.21856424325560117
-0.18181818181818166,-0.1798146756824441
-0.14141414141414121,-0.14047147666166115
-0.10101010101010077,-0.10066656429272465
-0.06060606060606055,-0.06053185667510731
-0.02020202020202011,-0.0201992719082811
0.020202020202020332,0.020199271908281323
0.060606060606060996,0.06053185667510775
0.10101010101010122,0.1006665642927251
0.14141414141414144,0.14047147666166135
0.1818181818181821,0.17981467568244455
0.22222222222222232,0.21856424325560136
0.262626262626263,0.25658826128166023
0.3030303030303032,0.2937548116611479
0.3434343434343434,0.32993197629459237
0.3838383838383841,0.3649878370825215
0.4242424242424243,0.3987904759254622
0.464646464646465,0.43120797472394273
0.5050505050505052,0.46210841537848996
0.5454545454545459,0.49135987978963214
0.5858585858585861,0.5188304498578962
0.6262626262626263,0.54438820748381
0.666666666666667,0.5679012345679014
0.7070707070707072,0.5892376130106974
0.7474747474747478,0.6082654247127262
0.7878787878787881,0.6248527515745147
0.8282828282828287,0.6388676754965911
0.868686868686869,0.6501782783794824
0.9090909090909092,0.6586526421237164
0.9494949494949498,0.664158848629821
0.9898989898989901,0.6665649797983233
1.0303030303030307,0.6657391175297511
1.070707070707071,0.661549343724632
1.1111111111111112,0.6538637402834933
1.1515151515151518,0.6425503891068628
1.191919191919192,0.6274773720952681
1.2323232323232327,0.6085127711492366
1.272727272727273,0.5855246681692962
1.3131313131313136,0.5583811450559738
1.3535353535353538,0.5269502837097978
1.393939393939394,0.49110016603129536
1.4343434343434347,0.4506988739209937
1.474747474747475,0.4056144892794211
1.5151515151515156,0.35571509400710455
1.5555555555555558,0.30086877000457224
1.5959595959595965,0.24094359917235075
1.6363636363636367,0.17580766341096865
1.676767676767677,0.10532904462095316
1.7171717171717176,0.02937582470283151
1.7575757575757578,-0.052183914442868184
1.7979797979797985,-0.13948209091561914
1.8383838383838387,-0.23265062281489257
1.878787878787879,-0.33182142824016125
1.9191919191919196,-0.43712642529089907
1.9595959595959598,-0.5486975320665763
2.0,-0.6666666666666665
