1	0.0089
2	0.0166
3	0.024
4	0.0314
5	0.0392
6	0.0465
7	0.0537
8	0.0614
9	0.0685
10	0.0758
20	0.1494
30	0.223
40	0.296
50	0.3695
60	0.4434
70	0.5167
80	0.5905
90	0.6642
100	0.738
90	0.665
80	0.5913
70	0.5176
60	0.4442
50	0.3704
40	0.2967
30	0.223
20	0.1496
10	0.076
9	0.0685
8	0.0613
7	0.0539
6	0.0467
5	0.0394
4	0.0319
3	0.025
2	0.0177
1	0.0103
0	0.0032
-1	-0.0045
-2	-0.0117
-3	-0.019
-4	-0.0263
-5	-0.0335
-6	-0.041
-7	-0.0486
-8	-0.056
-9	-0.0634
-10	-0.0705
-20	-0.144
-30	-0.2175
-40	-0.2909
-50	-0.3644
-60	-0.4379
-70	-0.5112
-80	-0.5847
-90	-0.6581
-100	-0.7317
-90	-0.6585
-80	-0.5848
-70	-0.5113
-60	-0.4374
-50	-0.364
-40	-0.2906
-30	-0.217
-20	-0.1436
-10	-0.0701
-9	-0.0628
-8	-0.0555
-7	-0.048
-6	-0.0405
-5	-0.0333
-4	-0.0262
-3	-0.0189
-2	-0.0115
-1	-0.0044
0	0.0029
