72.58524296	8.88E-06	-50	-0.000177654
72.63037461	1.05E-05	-50	-0.000210937
72.65857938	1.45E-05	-50	-0.000290251
72.65293858	1.35E-05	-50	-0.000269722
72.65857938	1.61E-05	50	0.000321594
72.6811418	1.32E-05	-50	-0.000264752
72.61909216	1.63E-05	50	0.000325482
72.63601572	1.53E-05	-50	-0.000305492
72.65857938	1.59E-05	50	0.000318454
72.67550131	1.32E-05	-50	-0.00026367
72.63037461	1.44E-05	50	0.000287662
72.65857938	1.30E-05	-50	-0.000260969
72.64165675	1.51E-05	50	0.000301923
72.6811418	1.26E-05	-50	-0.000252651
72.6472977	1.27E-05	50	0.000254593
72.65857938	1.24E-05	-50	-0.000248867
72.65857938	1.27E-05	50	0.000253189
72.66986074	1.23E-05	-50	-0.000245408
72.65293858	1.42E-05	50	0.000284311
72.6642201	1.60E-05	-50	-0.000320296
72.66986074	4.47E-06	50	8.95E-05
72.65293858	-8.76E-06	-50	0.000175162
72.6642201	-5.16E-05	50	-0.001032401
72.6472977	-0.000311564	-50	0.006231287
72.6642201	-8.97E-06	50	-0.000179376
72.6642201	5.50E-06	-50	-0.000109902
72.67550131	-6.08E-06	50	-0.000121672
72.65293858	3.04E-05	-50	-0.000608382
72.67550131	2.82E-05	50	0.000564622
72.66986074	1.52E-05	-50	-0.000303112
72.65857938	-2.64E-06	50	-5.27E-05
72.6472977	2.79E-06	-50	-5.58E-05
72.65293858	9.62E-07	50	1.92E-05
72.6472977	-2.24E-05	-50	0.000448555
72.6642201	1.68E-05	50	0.000335207
72.65857938	2.90E-05	-50	-0.000580823
72.6472977	2.94E-05	50	0.000588064
72.65293858	4.07E-05	-50	-0.000814996
72.66986074	6.90E-05	50	0.001380474
72.69242254	8.04E-05	-50	-0.001607945
72.6472977	4.74E-05	50	0.00094867
72.6811418	6.11E-05	-50	-0.001222818
72.6980628	5.88E-05	50	0.001176887
72.76010051	5.68E-05	-50	-0.001135171
72.6811418	5.19E-05	50	0.001038466
72.70370298	5.74E-05	-50	-0.001147494
72.72062305	4.69E-05	50	0.000938506
72.77137909	4.28E-05	-50	-0.000856492
72.70934308	5.30E-05	50	0.001059429
72.73190271	5.63E-05	-50	-0.001125775
72.75446111	3.97E-05	50	0.000794567
72.78829638	5.35E-05	-50	-0.001070992
72.76010051	4.34E-05	50	0.000867401
72.78829638	4.13E-05	-50	-0.000825587
72.81085168	3.04E-05	50	0.0006086
72.84468232	5.94E-05	-50	-0.001187802
72.82212887	5.72E-05	50	0.001144252
72.84468232	4.79E-05	-50	-0.000957848
72.85595858	3.47E-05	50	0.000694833
72.85032048	6.84E-05	-50	-0.001368364
72.8897855	4.02E-05	50	0.000803004
72.90106052	3.85E-05	-50	-0.000769607
72.90669792	2.55E-05	50	0.00051026
72.91233524	3.44E-05	-50	-0.000687698
72.96306763	4.16E-05	50	0.000832287
72.97434065	4.50E-05	-50	-0.000899822
72.98561335	4.85E-05	50	0.000970494
72.99124959	4.31E-05	-50	-0.00086275
73.04197226	4.26E-05	50	0.000851741
73.04760773	4.75E-05	-50	-0.00095061
73.07014883	3.38E-05	50	0.000676785
73.08705384	3.00E-05	-50	-0.000600709
73.12649617	3.79E-05	50	0.00075837
73.1772022	4.64E-05	-50	-0.000928562
73.14903295	5.17E-05	50	0.001033811
73.18846935	4.33E-05	-50	-0.000865788
73.21100275	4.44E-05	50	0.000887073
73.28422777	5.77E-05	-50	-0.001153116
73.26733084	4.51E-05	50	0.000902197
73.34054587	4.83E-05	-50	-0.000966711
73.35180857	2.97E-05	50	0.00059477
73.41374791	2.90E-05	-50	-0.000579426
73.42500861	4.79E-05	50	0.000957199
73.46441864	4.05E-05	-50	-0.000810786
73.48693698	4.02E-05	50	0.000804191
73.54885606	6.61E-05	-50	-0.001322444
73.60513808	4.90E-05	50	0.000979136
