Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37
Tracks 1 to 37
99,50.514084,37.622066, ,96.98148,50.72222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,50.62844,39.105503, ,96.98148,50.72222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101,51.782406,39.60648, ,96.87931,50.568966, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
102,50.25799,39.901825, ,96.98148,50.72222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
103,49.754547,39.677273, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,103.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104,50.569443,40.38426, ,96.98148,50.72222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
105,49.042988,41.4457, ,96.89286,50.67857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
106,48.28027,42.33408, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
107,47.361473,42.482685, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
108,48.276424,42.642277, ,96.98276,50.706898, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.333336,3.1666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
109,48.45339,42.631355, ,96.87931,50.568966, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
110,49.01271,43.148304, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
111,47.73707,42.077587, ,96.87931,50.568966, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
112,47.281513,42.7437, ,96.96667,50.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
113,47.80638,42.504257, ,97.05173,50.53448, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
114,47.967247,42.517467, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
115,49.372883,42.56356, ,96.9,50.533333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,103.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
116,48.590164,42.10246, ,96.89286,50.67857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.9,3.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
117,49.651638,41.635246, ,96.87931,50.568966, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
118,49.86842,41.050606, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
119,50.458847,40.302467, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
120,50.299213,41.299213, ,96.96667,50.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
121,50.07143,40.607143, ,96.92424,50.621212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
122,50.5757,40.348606, ,96.87931,50.568966, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.9,3.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
123,49.918606,38.899223, ,96.933334,50.566666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.9,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
124,50.390976,39.57143, ,96.854836,50.532257, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.5,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
125,51.542473,39.341698, ,96.96429,50.607143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.35714,3.2142856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
126,51.59559,40.22794, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.5,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
127,51.61511,41.219425, ,96.90625,50.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.9,3.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
128,51.21812,41.15772, ,96.833336,50.38889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.27778,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
129,51.833332,41.82653, ,96.833336,50.38889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.6,3.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
130,51.514183,41.159573, ,96.65625,50.625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.0,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
131,51.33062,42.135178, ,96.78571,50.557144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.85714,3.642857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
132,50.890476,42.998413, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.125,3.125, ,103.166664,6.1666665,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
133,50.794872,43.5, ,97.01351,50.472973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.2,2.8,*,102.5,6.5,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
134,50.5375,44.378124, ,96.94118,50.735294, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.125,3.125,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
135,50.94248,45.66519, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.3,4.233333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
136,50.401962,45.514004, ,96.932434,50.364864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.954544,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
137,50.902267,45.205383, ,96.94118,50.67647, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.78571,3.142857,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
138,50.371796,45.594017, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.60526,3.3947368, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
139,50.326202,46.205883, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.166664,2.8333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
140,51.04902,46.4972, ,96.8125,50.625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.433334,3.5666666,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
141,50.266666,47.047222, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.617645,3.3823528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
142,49.249252,47.685074, ,96.957146,50.642857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.5,4.375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
143,51.07726,48.873177, ,96.833336,50.38889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.53846,3.1538463, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
144,51.43651,48.198414, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.25,2.6666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
145,51.72222,48.2193, ,96.671425,50.642857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.166664,2.5666666, , , , ,102.5,6.5,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
146,51.854633,49.92492, ,96.78571,50.557144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.7,2.7,*, , , ,103.5,6.5,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
147,51.284615,50.986153, ,96.947365,50.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.25,2.6666667,*, , , ,102.5,6.0,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
148,50.976925,51.376923, ,96.76471,50.47059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.44118,3.0882354,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
149,50.317276,51.65947, ,96.76471,50.47059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.78571,3.142857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
150,50.12034,52.374577, ,96.92424,50.651516, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.375,4.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
151,50.2101,52.258957, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.0,2.5714285, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
152,50.488094,52.800594, ,97.02631,50.394737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.681816,3.6818182,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
153,49.71006,52.94083, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.088234,3.6764705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
154,50.30539,53.931137, ,96.957146,50.642857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.09091,2.909091, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
155,49.993977,55.05422, ,96.932434,50.527027, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.433334,4.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
156,50.820263,53.699345, ,96.85135,50.472973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.78571,3.7857144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
157,49.896168,54.73003, ,96.742424,50.378788, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.97369,3.5,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
158,48.832287,54.69749, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.125,3.125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
159,48.42236,54.745342, ,96.888885,50.555557, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.166664,2.8333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
160,48.95562,53.72781, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.5,4.0833335,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
161,49.02848,53.439873, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.382355,2.6176472, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
162,48.732353,53.376472, ,96.70513,50.55128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.88461,2.7307692, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
163,49.017647,53.794117, ,96.76471,50.47059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.92857,2.7142856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
164,48.511974,53.50599, ,96.85135,50.472973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.07143,3.1190476,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
165,48.83623,54.126087, ,96.85135,50.472973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.90909,2.909091, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
166,49.512047,54.039158, ,96.833336,50.38889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.0,2.5714285, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
167,49.47384,53.71802, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.13158,3.3947368, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
168,49.90118,53.93068, ,96.833336,50.38889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.88461,3.0384614, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
169,50.260735,54.36196, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.333336,2.8333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
170,50.583076,53.573845, ,96.85135,50.472973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.875,3.125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
171,50.42923,53.85077, ,96.75,50.47222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.045456,2.7727273, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
172,50.15204,52.74138, ,96.742424,50.560608, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.5,2.7142856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
173,50.677513,53.781067, ,96.78571,50.557144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.64286,3.142857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
174,50.23761,54.989796, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.64286,3.4047618, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
175,50.46497,55.630573, ,96.97222,50.666668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.125,3.125, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
176,49.740852,55.734756, ,97.02941,50.64706, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.5625,3.25,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
177,49.339508,55.453705, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.333336,2.8333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
178,48.97006,54.176647, ,96.947365,50.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.309525,3.2619047,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
179,49.8965,54.08309, ,97.05556,50.61111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.454544,2.8181818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
180,50.753563,54.52849, ,97.05556,50.583332, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.681816,3.4545455, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
181,49.781525,53.804985, ,96.77778,50.666668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.447365,3.131579, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
182,50.25493,53.06338, ,96.947365,50.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.76316,3.6052632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
183,49.89521,52.808384, ,96.75,50.47222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.92105,3.8157895, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
184,50.337276,53.298817, ,96.947365,50.44737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.375,3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
185,51.205204,53.82659, ,96.85294,50.617645, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.552635,3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
186,51.822983,53.276398, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.125,3.125, , , , , , , ,103.5,6.0,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
187,52.25942,52.557972, ,96.78571,50.557144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.02941,2.7941177,*, , , , , , ,101.5,6.0,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
188,52.528652,53.843838, ,96.957146,50.642857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.666664,3.5,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
189,51.992752,53.45942, ,96.85135,50.472973, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.5,3.2058823, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
190,51.03026,52.491356, ,96.888885,50.583332, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.81579,3.7631578, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
191,50.557144,54.12857, ,96.833336,50.38889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.23684,2.9210527, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
192,50.390533,55.03846, ,97.05556,50.583332, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.35714,3.857143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
193,50.861195,54.42836, ,96.814285,50.528572, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.63333,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
194,51.32927,53.765244, ,96.833336,50.71212, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.1,2.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
